Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartia) danae,Acartia (Acartia) negligens,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanoides patagoniensis,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus pavo,Calocalanus plumulosus,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages elegans,Centropages elongatus,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus parapergens,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Cosmocalanus darwinii,Ctenocalanus vanus,Delibus nudus,Eucalanus elongatus,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Labidocera pavo,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oncaea atlantica,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea minima,Oncaea venusta,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Phaenna spinifera,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontella aculeata,Pontellopsis krameri,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina ovatolanceolata/,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus monachus,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus (Tortanus) barbatus,Tortanus (Tortanus) gracilis,Undinula vulgaris
North Stradbroke,-27.345,153.562,2019-08-21T10:40:00Z,2019,8,21,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,5.1437,0,0,0,0,0,0,0,0,0,0,0,2.5719,0,0,0,0,0,0,0,0,0,0,2.5719,0,2.5719,0,0,0,0,5.1437,0,0,0,0,0,2.5719,0,0,0,0,0,0,0,0,2.5719,0,0,0,0,0,0,0,0,0,0,0,36.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.003,2.5719,0,0,0,0,0,0,0,7.7156,2.5719,0,5.1438,2.5719,0,7.7156,0,0,0,0,0,10.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5719,0,0,0,0,0,0
Rottnest Island,-32,115.41667,2019-08-19T08:31:00Z,2019,8,19,08:31:00,38.4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1888,0,0,0,0,0,0,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,69.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3753,15.3753,0,0,0,15.3753,7.6876,84.5641,15.3753,0,0,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0629,0,0,0,0
Yongala,-19.30847,147.61842,2019-08-08T10:04:00Z,2019,8,8,10:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,53.0448,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.408,106.0895,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Island,-42.59667,148.23333,2019-07-31T10:20:00Z,2019,7,31,10:20:00,0,0,0,0,0,0,0,0,11.3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0.943,0,0,0.943,8.4871,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0.943,6.6011,0,0,0,0,11.3162,0,0,8.4872,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Hacking,-34.11923,151.22667,2019-07-29T10:03:00Z,2019,7,29,10:03:00,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,3.5363,7.0726,0,0,0,0,0,0,0,0,0,0,0,116.6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9721,17.6816,3.5363,0,0,0,3.5363,0,17.6816,10.609,0,0,0,0,0,17.6816,3.5363,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0
Darwin,-12.4,130.76805,2019-07-23T16:00:00Z,2019,7,23,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,833.5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Stradbroke,-27.345,153.562,2019-07-23T10:20:00Z,2019,7,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,12.8593,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,83.5856,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,12.8594,0,0,0,0,70.7264,6.4297,0,0,0,0,0,0,25.7187,6.4297,0,0,0,6.4297,0,0,0,0,0,0,0,45.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1484,0,0,0,0
Rottnest Island,-32,115.41667,2019-07-11T09:26:00Z,2019,7,11,09:26:00,0,0,0,0,0,7.6876,0,0,0,0,0,0,15.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6876,0,0,0,0,0,0,0,15.3753,0,0,61.5012,0,0,0,0,0,0,7.6876,0,23.0629,0,0,0,0,0,0,0,0,0,0,0,15.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7506,0,0,0,0,0,0,0,7.6876,0,0,0,0,15.3753,38.4382,38.4382,15.3753,0,0,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3752,0,0,0,0
Yongala,-19.30847,147.61842,2019-07-03T10:50:00Z,2019,7,3,10:50:00,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,0,0,0,0,0,0,0,92.4884,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2503,5.4405,21.762,0,0,0,0,0,21.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,0,5.4405
Port Hacking,-34.11923,151.22667,2019-06-27T09:38:00Z,2019,6,27,09:38:00,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,3.5363,0,0,0,0,60.1174,0,0,0,0,0,21.2179,0,10.609,3.5363,3.5363,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,3.5363,0,0,0,14.1452,0,0,0,0
Maria Island,-42.59667,148.23333,2019-06-24T10:10:00Z,2019,6,24,10:10:00,0,0,0,0,0,0,0,0,5.8939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,2.3575,0,0,0,0,0,15.324,0,0,5.8939,0,0,0,0,0,24.7542,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rottnest Island,-32,115.41667,2019-06-21T09:15:00Z,2019,6,21,09:15:00,0,0,0,0,0,3.1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1434,0,0,0,0,0,0,0,0,0,0,0,0,3.1434,0,0,0,15.717,12.5736,0,0,0,0,3.1434,0,0,6.2868,0,0,0,0,9.4302,3.1434,12.5736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Stradbroke,-27.345,153.562,2019-06-18T10:00:00Z,2019,6,18,10:00:00,0,0,0,0,0,6.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5038,0,3.2148,0,0,0,3.2148,0,12.8593,12.8593,0,0,6.4296,0,0,3.2148,12.8593,0,0,0,0,6.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darwin,-12.4,130.76805,2019-05-30T08:39:00Z,2019,5,30,08:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.6318,0,0,0,0,0,0,0,25.2594,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,555.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yongala,-19.30847,147.61842,2019-05-28T10:25:00Z,2019,5,28,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,14.1453,0,0,0,0,113.1622,0,28.2906,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Stradbroke,-27.345,153.562,2019-05-27T10:15:00Z,2019,5,27,10:15:00,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,32.1483,0,0,0,0,0,0,0,0,0,0,0,38.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,12.8593,0,0,0,0,0,0,19.289,6.4297,0,0,19.289,6.4297,0,25.7187,6.4297,0,0,0,0,45.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297
Rottnest Island,-32,115.41667,2019-05-27T09:28:00Z,2019,5,27,09:28:00,212.1791,0,0,0,7.8585,7.8585,0,0,0,0,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,78.5849,31.434,0,0,0,0,0,0,0,62.8679,0,0,7.8585,0,7.8585,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
